id	prompt	waveId	transcription	recResult	language	meaning	edition	category
1096	Sag: Ich möchte mit Postkarte bezahlen	user-45_2014-11-19_11-50-52_utt_376	i'd like to pay by post card	i'd like to pay by post card	correct	correct	ST2	A
1097	Frag: eine Fanta	user-45_2014-11-19_11-50-52_utt_379	i'd like a fanta	i'd like a fanta	correct	correct	ST2	A
1098	Frag: ein Steak	user-45_2014-11-19_11-50-52_utt_380	i'd like a steak	i'd like the steak	correct	correct	ST2	A
1099	Frag: ein Steak	user-45_2014-11-19_11-50-52_utt_381	i'd like the steak	i would like the steak	correct	correct	ST2	A
1100	Frag: ein Steak	user-45_2014-11-19_11-50-52_utt_382	i want a steak	i want the steak	correct	correct	ST2	A
1101	Frag: mein Steak rare	user-45_2014-11-19_11-50-52_utt_383	i'd like my steak rare	i'd like my steak rare	correct	correct	ST2	A
1102	Frag: die Tagessuppe	user-45_2014-11-19_11-50-52_utt_384	i'd like the soup of the day	i'd like the soup of the steak	correct	correct	ST2	A
1103	Sag: Dies ist nicht was ich bestellt habe	user-45_2014-11-19_11-50-52_utt_385	this is not what i ordered	this is not what i ordered	correct	correct	ST2	A
1104	Frag: Ich möchte die Dessertkarte	user-45_2014-11-19_11-50-52_utt_387	the dessert menu please	the dessert menu please	correct	correct	ST2	A
1105	Frag: Vanilleglace	user-45_2014-11-19_11-50-52_utt_388	i'd like the vanilla ice cream	i'd like the vanilla ice cream	correct	correct	ST2	A
1106	Frag: Vanilleglace	user-45_2014-11-19_11-50-52_utt_389	i'd like the vanilla ice cream	i'd like the vanilla ice cream	correct	correct	ST2	A
1107	Frag: Ich möchte die Rechnung	user-45_2014-11-19_11-50-52_utt_390	i'd like the bill	i'd like the bill	correct	correct	ST2	A
1108	Sag: Ich möchte mit Kreditkarte bezahlen	user-45_2014-11-19_11-50-52_utt_391	i'd like to pay by credit card	i'd like to pay with credit card	correct	correct	ST2	A
1111	Frag: Wo ist Piccadilly Circus?	user-45_2014-11-19_11-50-52_utt_397	where is the piccadilly circus	where is the piccadilly circus	incorrect	correct	ST2	A
1112	Frag: Welcher Bus fährt dorthin?	user-45_2014-11-19_11-50-52_utt_398	which bus goes there	which bus goes there	correct	correct	ST2	A
1113	Sag: Der Tower ist nahe der Tower Bridge	user-45_2014-11-19_11-50-52_utt_400	the tower is near tower bridge	the tower is near tower bridge	correct	correct	ST2	A
1115	Frag: Wo ist das Science Museum?	user-45_2014-11-19_11-50-52_utt_405	where is the science museum	where is the science museum	correct	correct	ST2	A
1116	Frag: Wo ist das London Eye?	user-45_2014-11-19_11-50-52_utt_406	where is the london eye	where is the london eye	correct	correct	ST2	A
1117	Frag: Welcher Bus fährt dorthin?	user-45_2014-11-19_11-50-52_utt_407	which bus goes there	which bus goes there	correct	correct	ST2	A
1118	Sag: Saint Pauls Cathedral ist nahe der Bank of England	user-45_2014-11-19_11-50-52_utt_409	saint pauls cathedral is near the bank of england	saint pauls cathedral is near bank of england	correct	correct	ST2	A
1121	Frag: Wo ist der Zoo?	user-45_2014-11-19_11-50-52_utt_415	where is the zoo	where is the zoo	correct	correct	ST2	A
1122	Frag: Wo ist Madame Tussauds?	user-45_2014-11-19_11-50-52_utt_416	where is madame tussauds	where is madame tussauds	correct	correct	ST2	A
1123	Frag: Welcher Bus fährt dorthin?	user-45_2014-11-19_11-50-52_utt_417	which bus goes there	which bus goes there	correct	correct	ST2	A
1124	Sag: Es ist nahe der Bank of England	user-45_2014-11-19_11-50-52_utt_419	it is near bank of england	it is near bank of england	incorrect	correct	ST2	A
1127	Frag: Wo ist die Oxford Street?	user-45_2014-11-19_11-50-52_utt_425	where is the oxford street	where is the oxford street	incorrect	correct	ST2	A
1128	Frag: Welcher Bus fährt dorthin?	user-45_2014-11-19_11-50-52_utt_426	which bus goes there	which bus goes there	correct	correct	ST2	A
1129	Sag: Marble Arch ist gegenüber dem Hyde Park	user-45_2014-11-19_11-50-52_utt_428	marble*z arch is gegenüber*v hyde park	near arch a evening the hyde park	incorrect	incorrect	ST2	A
1130	Sag: Marble Arch ist gegenüber dem Hyde Park	user-45_2014-11-19_11-50-52_utt_429	marble*z arch is over hyde park	legalism card	incorrect	incorrect	ST2	A
1132	Sag: Mir geht es gut	user-45_2014-11-19_11-50-52_utt_434	i'm fine	i'm fine	correct	correct	ST2	A
1133	Frag: Sandalen	user-45_2014-11-19_11-50-52_utt_435	i'd like sandals	i'd like sandals	correct	correct	ST2	A
1134	Frag: braune Sandalen	user-45_2014-11-19_11-50-52_utt_436	i'd like brown sandals	i'd like brown sandals	correct	correct	ST2	A
1135	Frag: Grösse 43	user-45_2014-11-19_11-50-52_utt_437	i'm a forty-three	i am a forty-three	correct	correct	ST2	A
1136	Frag: ein Hemd	user-45_2014-11-19_11-50-52_utt_438	i want a shirt	i want a shirt	correct	correct	ST2	A
1140	Frag: eine S	user-45_2014-11-19_11-50-52_utt_443	small	small	correct	correct	ST2	A
1141	Frag: Wie viel kostet es?	user-45_2014-11-19_11-50-52_utt_444	how much is this	how much is it	correct	correct	ST2	A
1142	Sag: Dies ist zu teuer	user-45_2014-11-19_11-50-52_utt_445	it is too expensive	this is too expensive	correct	correct	ST2	A
1143	Sag: Mir geht es gut	user-45_2014-11-19_11-50-52_utt_448	i'm fine	i'm fine	correct	correct	ST2	A
1144	Frag: Sandalen	user-45_2014-11-19_11-50-52_utt_449	i'd like sandals	i'd like sandals	correct	correct	ST2	A
1145	Frag: blaue Sandalen	user-45_2014-11-19_11-50-52_utt_450	i'd like blue sandals	i would like blue sandals	correct	correct	ST2	A
1146	Frag: Grösse 37	user-45_2014-11-19_11-50-52_utt_452	i'm a thirty-seven	i am a thirty-seven	correct	correct	ST2	A
1147	Frag: ein T-Shirt	user-45_2014-11-19_11-50-52_utt_453	i'd like a t-shirt	i'd like a tee shirt	correct	correct	ST2	A
1149	Frag: ein gelbes T-Shirt	user-45_2014-11-19_11-50-52_utt_455	i'd like a yellow t-shirt	i'd like the yellow tee shirt	correct	correct	ST2	A
1150	Frag: eine L	user-45_2014-11-19_11-50-52_utt_457	large	large	correct	correct	ST2	A
1151	Sag: Dies ist zu weit	user-45_2014-11-19_11-50-52_utt_458	this is too far	this is too far	incorrect	incorrect	ST2	A
1155	Sag du möchtest nicht: dieses T-Shirt	user-45_2014-11-19_11-50-52_utt_462	i don't want this t-shirt	i don't want this tee shirt	correct	correct	ST2	A
1156	Sag, dass du es nicht möchtest	user-45_2014-11-19_11-50-52_utt_463	i don't want that	i don't want a	correct	correct	ST2	A
1157	Sag, dass du es nicht möchtest	user-45_2014-11-19_11-50-52_utt_464	i don't want this	i don't want this	correct	correct	ST2	A
1158	Sag, dass du es nicht möchtest	user-45_2014-11-19_11-50-52_utt_465	i do not want this	i do not want this	correct	correct	ST2	A
1159	Sag: Mir geht es gut	user-45_2014-11-19_11-50-52_utt_467	i'm fine	i'm fine	correct	correct	ST2	A
1160	Frag: Sandalen	user-45_2014-11-19_11-50-52_utt_468	i'd like sandals	i'd like sandals	correct	correct	ST2	A
1161	Frag: rote Sandalen	user-45_2014-11-19_11-50-52_utt_469	i'd like red sandals	i'd like red sandals	correct	correct	ST2	A
1162	Frag: Grösse 41	user-45_2014-11-19_11-50-52_utt_470	i'm a forty-one	i am a forty-one	correct	correct	ST2	A
1163	Frag: Hosen	user-45_2014-11-19_11-50-52_utt_471	i'd like pants	i would like a	correct	correct	ST2	A
1164	Frag: grüne Hosen	user-45_2014-11-19_11-50-52_utt_472	i'd like green pants	i'd like three sandals	correct	correct	ST2	A
1165	Frag: eine S	user-45_2014-11-19_11-50-52_utt_473	small	small	correct	correct	ST2	A
1166	Frag: Wie viel kostet die Hose?	user-45_2014-11-19_11-50-52_utt_474	how much cost this pants	how much costs the fine	incorrect	correct	ST2	A
1169	Frag: 3 Tickets nach London	user-45_2014-11-19_16-32-57_utt_002	i'd like three tickets to london	i'd like three tickets to london	correct	correct	ST2	A
1170	Sag: Ich möchte am Samstagnachmittag abreisen	user-45_2014-11-19_16-32-57_utt_003	i want to leave on saturday afternoon	i want to leave on saturday afternoon	correct	correct	ST2	A
1171	Sag: Ich heisse Thomas	user-45_2014-11-19_16-32-57_utt_005	my name is thomas*z	my name is thomas	correct	correct	ST2	A
1172	Sag: Ich bin aus Amerika	user-45_2014-11-19_16-32-57_utt_006	i am from america	i'm from america	correct	correct	ST2	A
1173	Frag: ein Ticket nach London	user-45_2014-11-19_16-32-57_utt_009	i'd like a ticket to london	i'd like a ticket to london	correct	correct	ST2	A
1174	Sag: Ich möchte am Sonntag abreisen	user-45_2014-11-19_16-32-57_utt_010	i'd like to leave on sunday	i would like to leave on sunday	correct	correct	ST2	A
1175	Frag: Wie viel kostet es?	user-45_2014-11-19_16-32-57_utt_012	how much is this	how much is this	correct	correct	ST2	A
1176	Frag: billiges Ticket	user-45_2014-11-19_16-32-57_utt_013	cheap ticket	three tickets	correct	correct	ST2	A
1179	Sag: Ich heisse Michelle	user-45_2014-11-19_16-32-57_utt_017	my name is michelle	my name is michelle	correct	correct	ST2	A
1180	Sag: Ich bin aus Italien	user-45_2014-11-19_16-32-57_utt_018	i'm from italian	i'm from switzerland	incorrect	correct	ST2	A
1181	Frag: 2 Tickets nach London	user-45_2014-11-19_16-32-57_utt_021	i'd like two tickets to london	i'd like two tickets to london	correct	correct	ST2	A
1183	Sag: Ich heisse Barbara	user-45_2014-11-19_16-32-57_utt_023	my name is barbara	my name is barbara	correct	correct	ST2	A
1184	Sag: Ich bin aus Schottland	user-45_2014-11-19_16-32-57_utt_024	i am from scotland	i'm from scotland	correct	correct	ST2	A
1185	Frag: ein Ticket nach London	user-45_2014-11-19_16-32-57_utt_027	i'd like a ticket to london	i would like a ticket to london	correct	correct	ST2	A
1187	Sag: Ich heisse Sarah	user-45_2014-11-19_16-32-57_utt_029	my name is sarah	my name is sarah	correct	correct	ST2	A
1189	Sag: Ich heisse Sarah	user-45_2014-11-19_16-32-57_utt_031	my name is sarah*z	my name is barbara	correct	correct	ST2	A
1190	Sag: Ich bin aus Spanien	user-45_2014-11-19_16-32-57_utt_032	i'm from spain*z	i'm from steak	correct	correct	ST2	A
1191	Frag: 6 Tickets nach London	user-45_2014-11-19_16-32-57_utt_035	i'd like six tickets to london	i'd like six tickets to london	correct	correct	ST2	A
1192	Sag: Ich möchte um 15 Uhr morgen abreisen	user-45_2014-11-19_16-32-57_utt_036	i'd like to leave at three o'clock tomorrow	i'd like to leave at eight o'clock tomorrow	correct	correct	ST2	A
1193	Sag: Ich heisse Jack	user-45_2014-11-19_16-32-57_utt_037	my name is jack	my name is jack	correct	correct	ST2	A
1194	Sag: Ich heisse Jack	user-45_2014-11-19_16-32-57_utt_038	my name is jack	my name is jack	correct	correct	ST2	A
1195	Sag: Ich heisse Jack	user-45_2014-11-19_16-32-57_utt_039	my name is jack	my name is james	correct	correct	ST2	A
1196	Sag: Ich bin aus England	user-45_2014-11-19_16-32-57_utt_040	i am from england	i am from england	correct	correct	ST2	A
1197	Sag: Ich heisse Stephanie	user-45_2014-11-19_16-32-57_utt_043	my name is stephanie	my name is stephanie	correct	correct	ST2	A
1198	Sag: Ich bin aus Österreich	user-45_2014-11-19_16-32-57_utt_044	i'm from austria	i'm from austria	correct	correct	ST2	A
1200	Sag: Ich habe 4 jüngere Schwestern	user-45_2014-11-19_16-32-57_utt_046	i have four smaller sisters	i have four smaller sisters	incorrect	correct	ST2	A
1201	Sag: Ich habe 4 jüngere Schwestern	user-45_2014-11-19_16-32-57_utt_047	i have four younger sisters	i have four younger sisters	correct	correct	ST2	A
1202	Sag: Ich gehe in die Ferien	user-45_2014-11-19_16-32-57_utt_048	i go to the holidays	i go to the holidays	incorrect	correct	ST2	A
1203	Sag: Ich gehe in die Ferien	user-45_2014-11-19_16-32-57_utt_049	i go to/into the holidays	i go into the holidays	incorrect	correct	ST2	A
1205	Sag: Dies ist mein Pass	user-45_2014-11-19_16-32-57_utt_051	yes that's my passport	yes have my passport	correct	correct	ST2	A
1206	Sag: Ich heisse James	user-45_2014-11-19_16-32-57_utt_054	my name is james	my name is james	correct	correct	ST2	A
1207	Sag: Ich bin aus Österreich	user-45_2014-11-19_16-32-57_utt_055	i am from austria	i am from austria	correct	correct	ST2	A
1208	Sag: Österreich ist nicht in Afrika	user-45_2014-11-19_16-32-57_utt_056	austria isn't in africa	austria isn't in africa	correct	correct	ST2	A
1209	Sag: Österreich ist nicht in Afrika	user-45_2014-11-19_16-32-57_utt_057	austria isn't in africa*z	austria isn't in africa	correct	correct	ST2	A
1210	Sag: Österreich ist in Europa	user-45_2014-11-19_16-32-57_utt_058	austria is in europe	austria is in europe	correct	correct	ST2	A
1212	Sag: Die Hauptstadt von Österreich ist Wien	user-45_2014-11-19_16-32-57_utt_062	i xxx the capital of austria is wien*v	i like a hamburger water with visa	incorrect	incorrect	ST2	A
1214	Sag: Ich habe 1 Bruder	user-45_2014-11-19_16-32-57_utt_064	i have one brother	i there one brothers	correct	correct	ST2	A
1215	Sag: Ich gehe in die Ferien	user-45_2014-11-19_16-32-57_utt_065	i go in the holidays	i go in the holidays	incorrect	correct	ST2	A
1216	Sag: Dies ist mein Pass	user-45_2014-11-19_16-32-57_utt_066	yes this is my passport	yes this is my passport	correct	correct	ST2	A
1217	Sag: Dies ist mein Pass	user-45_2014-11-19_16-32-57_utt_067	yes it is my passport	yes this is my passport	correct	correct	ST2	A
1218	Sag: Ich heisse Andrew	user-45_2014-11-19_16-32-57_utt_072	my name is andrew	my name is andrew	correct	correct	ST2	A
1219	Sag: Ich bin aus der Türkei	user-45_2014-11-19_16-32-57_utt_073	i am from turkey*z	i am from turkey	correct	correct	ST2	A
1220	Sag: Die Türkei ist nicht in Afrika	user-45_2014-11-19_16-32-57_utt_074	turkey*z isn't africa	the toilet isn't africa	incorrect	correct	ST2	A
1221	Sag: Die Türkei ist nicht in Afrika	user-45_2014-11-19_16-32-57_utt_075	turkey*z is not africa	turkey is not africa	incorrect	incorrect	ST2	A
1222	Sag: Die Türkei ist in Europa	user-45_2014-11-19_16-32-57_utt_076	turkey*z is in europe	turkey is in europe	correct	correct	ST2	A
1223	Sag: Die Hauptstadt von der Türkei ist Ankara	user-45_2014-11-19_16-32-57_utt_078	the capital of turkey*z is ankara	the capital of turkey is ankara	correct	correct	ST2	A
1224	Sag: Ich habe 4 Schwestern	user-45_2014-11-19_16-32-57_utt_079	i have four sisters	i have four sisters	correct	correct	ST2	A
1225	Sag: Ich gehe in die Ferien	user-45_2014-11-19_16-32-57_utt_080	i go to the holiday	i go to the holidays	incorrect	incorrect	ST2	A
1226	Sag: Dies ist mein Pass	user-45_2014-11-19_16-32-57_utt_081	yes this is my passport	yes this is my passport	correct	correct	ST2	A
1227	Frag: ein Ticket zum Green Park	user-45_2014-11-19_16-32-57_utt_084	i'd like a ticket to the green park	i'd like a ticket to the green park	incorrect	correct	ST2	A
1229	Frag: ein Ticket zum Green Park	user-45_2014-11-19_16-32-57_utt_089	i'd like a ticket to the green park	i'd like a ticket to the green park	incorrect	correct	ST2	A
1230	Sag: Ich möchte mit Visa bezahlen	user-45_2014-11-19_16-32-57_utt_090	i'd like to pay by visa	i'd like to pay by visa	correct	correct	ST2	A
1231	Frag: ein Ticket nach Westminster	user-45_2014-11-19_16-32-57_utt_094	i'd like a ticket to the westminster*z	i'd like a ticket to the westminster	incorrect	correct	ST2	A
1232	Sag: Ich möchte mit Postkarte bezahlen	user-45_2014-11-19_16-32-57_utt_095	i'd like to pay by post card	i'd like to pay with post card	correct	correct	ST2	A
1234	Sag: Ich habe nur grosse Noten	user-45_2014-11-19_16-32-57_utt_097	i only have large notes	i only have large smaller	correct	correct	ST2	A
1235	Sag: Ich bezahle mit Kreditkarte	user-45_2014-11-19_16-32-57_utt_098	i pay with credit card	i pay with credit card	incorrect	correct	ST2	A
1236	Frag: Wo ist die Tate Modern?	user-45_2014-11-19_16-32-57_utt_101	where is the tate modern	where is the tate modern	correct	correct	ST2	A
1237	Frag: Wo ist der Tower?	user-45_2014-11-19_16-32-57_utt_102	where is the tower	where is the tower	correct	incorrect	ST2	A
1238	Frag: Wo ist der Tower?	user-45_2014-11-19_16-32-57_utt_103	where is the tower	where is the tower	correct	correct	ST2	A
1239	Frag: Wo ist der Tower?	user-45_2014-11-19_16-32-57_utt_104	where is the tower	where is the tower	correct	correct	ST2	A
1240	Sag: Ich habe keine Reservation	user-45_2014-11-19_17-46-32_utt_002	no i haven't a reservation	no i haven't got a reservation	incorrect	correct	ST2	A
1241	Sag: Ich habe keine Reservation	user-45_2014-11-19_17-46-32_utt_003	no i haven't a reservation	no i haven't got a reservation	incorrect	correct	ST2	A
1242	Sag: Ich habe keine Reservation	user-45_2014-11-19_17-46-32_utt_004	no i haven't a reservation	no i have a reservation	incorrect	correct	ST2	A
1243	Sag: Ich habe keine Reservation	user-45_2014-11-19_17-46-32_utt_005	i haven't a reservation	i have a reservation	incorrect	correct	ST2	A
1244	Sag: Ich habe keine Reservation	user-45_2014-11-19_17-46-32_utt_006	i haven't a reservation	i haven't got a reservation	incorrect	correct	ST2	A
1245	Sag: Ich heisse Andrew	user-45_2014-11-19_17-46-32_utt_008	my name is andrew	my name is andrew	correct	correct	ST2	A
1246	Sag: Ich bin aus England	user-45_2014-11-19_17-46-32_utt_009	i am from england	i am from england	correct	correct	ST2	A
1250	Sag: Ich habe 4 Schwestern	user-45_2014-11-19_17-46-32_utt_014	i have four sisters	i have four sisters	correct	correct	ST2	A
1251	Sag: Ich gehe in die Ferien	user-45_2014-11-19_17-46-32_utt_015	i go in the holidays	i go in the holidays	incorrect	correct	ST2	A
1252	Sag: Dies ist mein Pass	user-45_2014-11-19_17-46-32_utt_016	yes this is my passport	yes this is my passport	correct	correct	ST2	A
1253	Frag: Zimmer für 2 Nächte	user-46_2014-10-29_15-43-47_utt_003	*silence		incorrect	incorrect	ST2	A
1254	Frag: Zimmer für 2 Nächte	user-46_2014-10-29_15-43-47_utt_004	a room for two nights	a room for two nights	correct	correct	ST2	A
1255	Frag: Zimmer für 2 Nächte	user-46_2014-10-29_15-43-47_utt_005	i want a room for two nights	i want a room for two nights	correct	correct	ST2	A
1256	Frag: Suite	user-46_2014-10-29_15-43-47_utt_006	shock*x	shop	incorrect	incorrect	ST2	A
1257	Frag: Suite	user-46_2014-10-29_15-43-47_utt_007	*silence		incorrect	incorrect	ST2	A
1258	Frag: Suite	user-46_2014-10-29_15-43-47_utt_008	i want a suite	i want a suite	correct	correct	ST2	A
